listing_id,fr_num_reviews,fr_first_review_date,fr_last_review_date,fr_num_different_places,lr_num_reviews,lr_first_review_date,lr_last_review_date,lr_num_different_places,avg_reviewer_num_reviews,avg_reviewer_num_places
243708,2,2011-11-03,2012-05-05,2,1,2015-12-08,2015-12-08,1,1.11827956989247,1.11827956989247
243714,1,2013-10-02,2013-10-02,1,1,2015-12-07,2015-12-07,1,1.11904761904762,1.11904761904762
244235,1,2012-04-13,2012-04-13,1,1,2015-10-17,2015-10-17,1,1.18518518518519,1.18518518518519
244547,1,2011-11-09,2011-11-09,1,1,2015-12-27,2015-12-27,1,1.06818181818182,1.06818181818182
244645,1,2011-10-21,2011-10-21,1,1,2013-12-30,2013-12-30,1,1.6,1.6
245430,1,2012-01-03,2012-01-03,1,1,2015-12-01,2015-12-01,1,1.04545454545455,1.04545454545455
245504,1,2011-11-08,2011-11-08,1,1,2015-12-29,2015-12-29,1,1.128,1.08
245544,1,2013-01-01,2013-01-01,1,1,2015-08-14,2015-08-14,1,1.28571428571429,1.28571428571429
245574,1,2011-10-18,2011-10-18,1,1,2015-12-28,2015-12-28,1,1.15315315315315,1.10810810810811
245607,1,2012-05-30,2012-05-30,1,1,2015-09-28,2015-09-28,1,1,1
246030,1,2011-11-02,2011-11-02,1,1,2015-06-28,2015-06-28,1,1.04477611940298,1.04477611940298
246044,1,2011-11-26,2011-11-26,1,1,2014-03-06,2014-03-06,1,1,1
246134,3,2011-11-26,2013-06-05,3,1,2012-01-02,2012-01-02,1,2,2
246351,2,2013-01-01,2013-01-15,2,1,2015-08-17,2015-08-17,1,1.2,1.2
246896,1,2011-11-11,2011-11-11,1,2,2011-12-29,2012-08-29,1,1.5,1.16666666666667
246916,1,2011-11-02,2011-11-02,1,1,2015-12-19,2015-12-19,1,1.11764705882353,1.11764705882353
246938,1,2011-12-23,2011-12-23,1,1,2015-12-27,2015-12-27,1,1.19565217391304,1.18478260869565
247000,1,2011-11-06,2011-11-06,1,1,2012-08-03,2012-08-03,1,1,1
247562,2,2011-11-14,2015-05-21,2,1,2015-10-17,2015-10-17,1,2.15384615384615,2.07692307692308
247890,2,2011-10-28,2015-10-07,2,1,2015-10-05,2015-10-05,1,1.33333333333333,1.26666666666667
248029,1,2011-11-11,2011-11-11,1,1,2015-12-08,2015-12-08,1,1,1
248100,1,2011-10-27,2011-10-27,1,1,2015-12-25,2015-12-25,1,1.14102564102564,1.13461538461538
248713,1,2012-04-13,2012-04-13,1,1,2013-10-24,2013-10-24,1,1,1
248865,1,2011-12-13,2011-12-13,1,5,2015-06-20,2015-08-20,3,1.28571428571429,1.14285714285714
248871,1,2011-10-25,2011-10-25,1,1,2015-12-06,2015-12-06,1,1.14754098360656,1.14754098360656
248997,1,2012-01-02,2012-01-02,1,1,2015-12-31,2015-12-31,1,1.14634146341463,1.1219512195122
249704,1,2012-01-04,2012-01-04,1,2,2015-08-03,2015-09-11,2,1.35714285714286,1.35714285714286
249804,1,2011-11-05,2011-11-05,1,2,2015-08-21,2015-08-21,2,1.12903225806452,1.12903225806452
